ingredients,title_directions
"'1 1/2 cups fine chocolate wafer crumbs (about 30 wafers)', '1/2 stick (1/4 cup) unsalted butter, melted', '1 1/2 pints coffee ice cream, softened slightly', '1 1/2 cups well-chilled heavy cream', '1 teaspoon vanilla', '1 1/2 cups crushed amaretti (Italian almond macaroons, available at specialty foods shops and some supermarkets)', '1/2 cup sliced almonds, toasted', '1 1/2 cups heavy cream', '2/3 cup firmly packed dark brown sugar', '4 ounces fine-quality bittersweet chocolate, chopped', '3 ounces unsweetened chocolate, chopped', '1/2 stick (1/4 cup) unsalted butter, softened', '3 to 4 tablespoons Amaretto, or to taste'","""Coffee Almond Ice-Cream Cake with Dark Chocolate Sauce""'In a bowl with a fork stir together the crumbs and the butter until the mixture is combined well, pat the mixture onto the bottom and 1 inch up the side of a lightly oiled 8-inch springform pan, 2 1/2 inches deep, and freeze the crust for 30 minutes, or until it is firm. Spread the ice cream evenly on the crust and return the pan to the freeze for 30 minutes, or until the ice cream is firm. In a bowl with an electric mixer beat the cream with the vanilla until it holds stiff peaks, fold in the amaretti thoroughly, and spread the mixture over the ice cream. Smooth the top of the cake, sprinkle it with the almonds, and freeze the cake for 30 to 45 minutes, or until the top is firm. Freeze the cake, covered with plastic wrap and foil, for at least 4 hours or overnight. Just before serving, wrap a warm dampened kitchen towel around the side of the pan, remove the side, and transfer the cake to a serving plate. Cut the cake into wedges with a knife dipped in hot water and serve it with the chocolate sauce.', 'In a small heavy saucepan combine the cream and the brown sugar, bring the mixture to a boil over moderately high heat, whisking occasionally, and boil it, whisking, until the brown sugar is dissolved. Remove the pan from the heat and add the chocolates, whisking until they are melted. Whisk in the butter and the Amaretto, whisking until the sauce is smooth, and let the sauce cool slightly. The chocolate sauce may be made 1 week in advance and kept covered and chilled. Reheat the chocolate sauce over very low heat, stirring occasionally, until it is warm.'"
"'2 cups cake flour', '3/4 cup natural unsweetened cocoa powder', '1 1/2 teaspoons baking soda', '3/4 teaspoon salt', '3/4 cup (1 1/2 sticks) unsalted butter, room temperature', '2 cups (packed) golden brown sugar', '3 large eggs', '11/2 teaspoons vanilla extract', '1 cup buttermilk', '4 teaspoons instant espresso powder dissolved in 3/4 cup hot water', '1/3 cup natural unsweetened cocoa powder', '1 tablespoon instant espresso powder', '1 1/2 cups chilled heavy whipping cream, divided', '1 1/3 cups sugar', '2 8-ounce containers chilled mascarpone cheese*', 'Bittersweet chocolate curls (optional)'","""Coffee-Chocolate Layer Cake with Mocha-Mascarpone Frosting""'Position rack in center of oven; preheat to 325°F. Generously butter two 9-inch cake pans with 2-inch-high sides; dust with flour, tapping out any excess. Line bottom of pans with parchment paper.', 'Sift 2 cups cake flour, cocoa, baking soda, and salt into medium bowl. Using electric mixer, beat butter in large bowl until smooth. Add brown sugar and beat until well blended, about 2 minutes. Add eggs 1 at a time, beating well after each addition. Mix in vanilla. Add flour mixture in 3 additions alternately with buttermilk in 2 additions, beating just until blended after each addition. Gradually add hot espresso-water mixture, beating just until smooth.', 'Divide batter between pans; smooth tops. Bake cakes until tester inserted into center comes out clean, about 40 minutes. Cool cakes in pans on rack 15 minutes. Run small knife around sides of pans to loosen cakes. Invert cakes onto racks; lift pans off cakes and remove parchment. Place wire rack atop each cake; invert again so top side is up. Cool completely. DO AHEAD: Can be made 1 day ahead. Wrap each cake in plastic and store at room temperature.', 'Sift cocoa powder into large bowl; add espresso powder. Bring 1 cup cream to boil in small saucepan. Slowly pour cream over cocoa mixture, whisking until cocoa is completely dissolved, about 1 minute. Add 1/2 cup cream and sugar; stir until sugar dissolves. Chill until cold, at least 2 hours. DO AHEAD: Can be made 1 day ahead. Cover; keep chilled.', 'Add mascarpone to chilled cocoa mixture. Using electric mixer, beat on low speed until blended and smooth. Increase speed to medium-high; beat until mixture is thick and medium-firm peaks form when beaters are lifted, about 2 minutes (do not overbeat or mixture will curdle).', 'Using pastry brush, brush off crumbs from cakes. Place 1 cake layer, top side up, on platter. Spoon 13/4 cups frosting in dollops over top of cake. Using offset spatula, spread frosting to edges. Top with second cake layer, top side up, pressing to adhere. Spread thin layer of frosting over top and sides of cake. Chill 10 minutes. Using offset spatula, spread remaining frosting over top and sides of cake, swirling decoratively. Top with chocolate curls, if desired. DO AHEAD: Can be made 1 day ahead. Cover with cake dome; chill. Let stand at room temperature 20 minutes before serving.', '*An Italian cream cheese; sold at many supermarkets and at Italian markets.'"
"'1 cup all-purpose flour', '3/4 cup chilled unsalted butter, cubed', '1/4 cup (packed) light brown sugar', '1/4 cup powdered sugar', '2 teaspoons instant espresso powder', '1/4 teaspoon kosher salt', '6 ounces semisweet chocolate, coarsely chopped', '2 tablespoons unsalted butter', '4 ounces pecans (about 3/4 cup), lightly toasted and coarsely chopped', '1/4 cup strong brewed coffee', '1 tablespoon granulated sugar', '1/2 cup (1 stick) unsalted butter, room temperature, plus more for pan', '2 1/2 cups all-purpose flour, plus more for pan', '2 tablespoons instant espresso powder', '1 teaspoon baking powder', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1 teaspoon kosher salt', '1/4 teaspoon ground cardamom', '3/4 cup strong brewed coffee, room temperature', '1/2 cup sour cream', '1 teaspoon vanilla extract', '1 1/4 cups granulated sugar', '3 large eggs plus 1 egg yolk, room temperature', '1 cup powdered sugar', '2 tablespoons coffee liqueur', '1 tablespoon sour cream', 'A 10-inch tube pan'","""Coffee Coffee Coffee Cake""'Using your fingers, combine flour, butter, brown sugar, powdered sugar, espresso powder, and salt in a medium bowl until mixture sticks together when pressed. Chill until ready to use.', 'Melt chocolate and butter in a heatproof bowl set over a pot of simmering water (water should not touch bowl) or in the top of a double boiler over medium heat. Remove from heat and stir in pecans, coffee, and granulated sugar.', 'Preheat oven to 350°F. Butter and flour tube pan, tapping out excess flour. Whisk 2 1/2 cups flour, espresso powder, baking powder, baking soda, cinnamon, salt, and cardamom in a medium bowl. Whisk coffee, sour cream, and vanilla in another medium bowl.', 'Beat granulated sugar and 1/2 cup butter in a stand mixer fitted with the paddle attachment until light and fluffy, about 3 minutes. Beat in eggs and egg yolk one at a time, mixing well after each addition. Add dry ingredients in 3 additions, alternating with coffee mixture in 2 additions, scraping down sides of bowl after each addition.', 'Scrape one-third of the batter into prepared pan; smooth the surface. Drizzle half of the chocolate swirl mixture over. Add another one-third of the batter; smooth the surface. Drizzle the remaining chocolate swirl mixture over, then scrape in the remaining batter; smooth the surface. Sprinkle crumb topping over. Bake cake until a tester inserted into the center comes out clean and cake springs back when pressed, 40���50 minutes. Let cool completely in pan on a wire rack.', 'Run a butter knife around the perimeter of pan to loosen cake. Gently invert cake onto a large plate, then return cake (crumb side up) to rack.', 'When cake is cool, prepare the glaze. Whisk powdered sugar, coffee liqueur, and sour cream in a medium bowl. Using a spoon, drizzle glaze over cooled cake, holding the spoon a few inches above the cake.', 'Cake can be made up to two days before serving. Store wrapped in plastic until ready to serve.'"
"'1 cup walnuts (about 4 ounces), toasted, chopped, divided', '1 cup sugar, divided', '1 tablespoon instant espresso powder', '1 1/3 cups all purpose flour', '2 teaspoons baking powder', '1/2 teaspoon ground cinnamon', '1/4 teaspoon baking soda', '1/4 teaspoon salt', '10 tablespoons (1 1/4 sticks) unsalted butter, room temperature', '3 large eggs', '1 large egg yolk', '1/2 teaspoon vanilla extract', '3/4 cup buttermilk', '4 1/2 teaspoons instant espresso powder', '1 tablespoon water', '1 cup chilled heavy whipping cream', '1/2 cup (4 ounces) mascarpone cheese*', '1/2 cup powdered sugar', '1/2 teaspoon vanilla extract', '3/4 cup (about 3 ounces) walnuts, toasted, chopped', '1/4 teaspoon ground cinnamon', 'Pinch of salt', '*Italian cream cheese; sold at many supermarkets and at Italian markets.'","""Coffee-Walnut Cake with Coffee-Mascarpone Cream""'Position rack in center of oven and preheat to 350°F. Butter and flour two 9-inch-diameter cake pans with 1 1/2-inch-high sides. Blend 1/2 cup walnuts, 1 tablespoon sugar, and espresso in processor until nuts are finely ground. Whisk flour, baking powder, cinnamon, baking soda, and salt in medium bowl to blend. Using electric mixer, beat butter in large bowl until smooth. Gradually add remaining sugar (1 cup minus 1 tablespoon), beating until fluffy. Beat in eggs, 1 at a time, then egg yolk. Add ground walnut mixture and vanilla; beat to blend. Reduce mixer speed to low and beat in dry ingredients in 3 additions alternately with buttermilk in 2 additions. Fold in remaining 1/2 cup walnuts. Divide batter evenly between prepared pans.', 'Bake cake layers until tester inserted into center comes out clean, about 26 minutes. Cool in pans 5 minutes, then turn out onto racks and cool completely.', 'Stir espresso and 1 tablespoon water in large bowl until coffee dissolves. Add cream, mascarpone, sugar, and vanilla. Beat until filling is thick and smooth (do not overbeat or filling may curdle).', 'Place 1 cake layer on platter, flat side up. Spread half of filling over cake. Place second layer, flat side down, on filling. Spread remaining filling over top. Mix walnuts, cinnamon, and salt. Sprinkle over top of cake. Cover with cake dome. Chill at least 1 hour and up to 1 day.'"
"'Yellow cornmeal', '1/2 vanilla bean, split lengthwise', ""2 cups fresh goat's milk or whole milk"", '1/4 cup (1/2 stick) unsalted butter', '1 teaspoon grated lemon peel', '3/4 teaspoon salt', '1 cup yellow cornmeal', '1/4 cup honey', '5 tablespoons sugar', '4 large eggs, separated', 'Black Cherry Compote'","""Cornmeal Cake with Black Cherry Compote""'Preheat oven to 350°F. Butter 9 x 5x 2 1/2-inch metal loaf pan. Dust with cornmeal; tap out excess. Scrape seeds from vanilla bean into heavy medium saucepan; add bean. Add milk, butter, lemon peel and salt. Bring to simmer, stirring until butter melts. Remove from heat. Gradually whisk in 1 cup cornmeal. Transfer to medium bowl. Mix in honey and 3 tablespoons sugar. Cool to just lukewarm, stirring occasionally, about 10 minutes. Discard vanilla bean. Whisk in yolks.', 'Using electric mixer, beat egg whites in large bowl until foamy. Sprinkle remaining 2 tablespoons sugar over whites and beat until medium-soft peaks form. Gently fold whites into cornmeal mixture in 2 additions. Pour batter into prepared pan.', 'Bake cake until top cracks and tester inserted into center comes out with a few moist crumbs attached, about 45 minutes. Cool cake in pan on rack (cake will fall in center). Turn out onto plate. Using sharp serrated knife, cut cake into 3/4-inch-thick slices. Place 1 slice on each plate. Top with Black Cherry Compote.'"
"'1 cup all purpose flour', '1/2 cup yellow cornmeal', '1 1/2 teaspoons Homemade Baking Powder', '1/2 teaspoon salt', '1/2 cup (1 stick) unsalted butter, room temperature', '1 tablespoon finely grated orange peel', '1 cup sugar', '2 large eggs, room temperature', '1/2 cup sour cream', '1 teaspoon vanilla extract', '2 tablespoons coarsely crushed sugar cubes', 'Buttermilk Ice Cream', 'Rhubarb Compote'","""Cornmeal Cake with Buttermilk Ice Cream and Rhubarb Compote""'Preheat oven to 350°F. Generously butter 9-inch cake pan with 2-inch-high sides. Dust pan with cornmeal, tapping out excess. Sift flour, 1/2 cup cornmeal, baking powder, and salt into medium bowl. Using electric mixer, beat butter in large bowl until smooth and fluffy. Beat in orange peel. Gradually add 1 cup sugar and beat until light and fluffy, occasionally scraping sides of bowl. Add eggs 1 at a time, beating well after each addition. Beat in sour cream and vanilla. Fold in dry ingredients in 3 additions until just incorporated. Transfer batter to pan; smooth top. Sprinkle with crushed sugar.', 'Bake cake until tester inserted into center comes out clean, 25 to 30 minutes. Cool in pan on rack 10 minutes. Run knife around pan sides to loosen. Turn cake out onto plate, then invert, crushed sugar side up, onto rack. Cool completely. DO AHEAD: Can be made 8 hours ahead. Wrap in foil; let stand at room temperature.', 'Cut cake into wedges. Serve with Buttermilk Ice Cream and Rhubarb Compote alongside.'"
"'1 stick (1/2 cup) unsalted butter, softened', '1 cup sugar', '1 cup yellow cornmeal', '3/4 cup all-purpose flour', '1 teaspoon baking powder', '3/4 teaspoon salt', '2 large eggs', '1 large egg yolk', '2/3 cup milk', 'Sweet Rosemary Syrup', 'lightly sweetened whipped cream', '2 half-pints blackberries'","""Cornmeal Cake with Sweet Rosemary Syrup and Blackberries""'Preheat oven to 350°F. and butter and flour an 8- by 2-inch round cake pan.', 'In a large bowl with an electric mixer beat together butter and sugar until light and fluffy. Add remaining cake ingredients and beat on low speed until combined. Beat batter on high speed until pale yellow, about 3 minutes.', 'Pour batter into prepared pan and bake in middle of oven 40 minutes, or until a tester comes out with a few crumbs adhering.', 'Make Rosemary Syrup while cake is baking.', 'Cool cake in pan on a rack 10 minutes. Invert cake onto hand and return, right side up, to rack. While cake is still warm, gradually brush 1/3 cup syrup over it, allowing syrup to soak in before adding more. Chill remaining syrup in a small pitcher, covered. Syrup-soaked cake may be made 1 day ahead and kept wrapped in plastic wrap at room temperature.', 'Serve cake, cut into wedges, with whipped cream, blackberries, and remaining rosemary syrup.'"
"'3 cups water', '2 cups sugar', '1 cup dry or off-dry Riesling', '3 fresh rosemary sprigs', '1 vanilla bean, split lengthwise', '1/4 teaspoon whole black peppercorns', '8 Forelle pears or other small pears, peeled, stems left intact', '1 cup all purpose flour', '1 cup yellow cornmeal', '1 cup (2 sticks) unsalted butter, room temperature', '1 1/3 cups sugar', '1/4 teaspoon salt', '5 large eggs, beaten to blend in medium bowl', '1 teaspoon vanilla extract', '1 cup sugar', '1/2 cup water', '8 (4-inch-long) fresh rosemary sprigs', ""Baker's sugar or other superfine sugar""","""Cornmeal Pound Cake with Rosemary Syrup, Poached Pears, and Candied Rosemary""'Combine first 6 ingredients in large saucepan. Stir over medium heat until sugar dissolves. Add pears and bring syrup to boil, turning pears occasionally. Reduce heat to medium-low, cover, and simmer until pears are tender, about 20 minutes. Chill pears uncovered in syrup until cold, at least 3 hours. DO AHEAD Can be made 2 days ahead. Cover and keep chilled.', 'Preheat oven to 325°F. Butter and flour 9x5x3-inch metal loaf pan. Whisk flour and cornmeal in medium bowl to blend. Using electric mixer, beat butter in large bowl until light and fluffy. Gradually beat in sugar, then salt. Drizzle in beaten eggs by tablespoonfuls, beating constantly, then beat in vanilla. Add dry ingredients in 3 additions, beating just to blend after each addition. Transfer batter to prepared pan.', 'Bake cake until brown on top and tester inserted into center comes out clean, about 1 hour 15 minutes. Cool cake in pan 15 minutes. Turn cake out onto rack and cool completely. DO AHEAD Can be made 1 day ahead. Wrap in foil and store at room temperature.', 'Bring 1 cup sugar and 1/2 cup water to simmer in medium saucepan over medium-high heat, stirring until sugar dissolves. Add rosemary sprigs. Simmer until syrup reduces slightly, swirling pan occasionally, about 5 minutes. Using tongs, transfer rosemary sprigs to rack and drain. Cover and reserve rosemary syrup.', ""Pour baker's sugar into shallow bowl. Add drained rosemary sprigs to sugar, 1 at a time, turning to coat thickly. Place on paper towels. Dry at least 1 hour. DO AHEAD Can be made 1 day ahead. Let sprigs and syrup stand at room temperature."", 'Cut dark ends off cake. Cut eight 1/2- to 3/4-inch-thick cake slices. Cut each slice diagonally in half. Arrange 2 halves on each plate. Drain pears. Stand 1 pear on each plate. Drizzle each dessert with reserved rosemary syrup and garnish with candied rosemary sprig. Serve, passing remaining syrup separately.'"
"'1 egg yolk', '1/2 cup plus 2 tablespoons mayonnaise, divided', '1 tablespoon Dijon mustard', '1 tablespoon Worcestershire sauce', '3 scallions, finely sliced', '1 tablespoon chopped fresh parsley', '1 tablespoon chopped fresh tarragon', 'Zest of 1 lemon', 'Dash of Tabasco', '1/4 cup breadcrumbs', 'Sea salt', 'Freshly ground black pepper', '1 lb. jumbo lump crabmeat, picked over', '1 cup yellow ground cornmeal', '3 tablespoon vegetable oil', '4 rolls, halved', '1 tablespoon Sriracha', '8 slices crisp cooked bacon', '1 avocado, sliced', '2 tomatoes, sliced', 'Lettuce'","""Crab Cake BLT""'Combine egg yolk, 2 tablespoons mayonnaise, mustard, Worcestershire sauce, scallions, parsley, tarragon, lemon zest, Tabasco, breadcrumbs, salt, and pepper. Gently fold in crabmeat, trying not to break up the crab.', 'Pour cornmeal onto a plate. Shape crab mixture into 4 cakes; dredge in cornmeal to coat.', 'Cover and refrigerate for 1 hour.', 'Heat oil in a large skillet over medium-high heat. Fry cakes for about 5 minutes on each side until golden brown.', 'Stir Sriracha into remaining 1/2 cup mayonnaise. Spread on bun; layer bacon, avocado, tomato, lettuce, and crab cake.'"
"'1 1/2 cups unsalted butter (2 1/2 sticks), room temperature', '3/4 cup plus 3 tablespoons sugar', '2 large egg yolks', '1 large egg', '1/2 cup ground blanched almonds', '1 tablespoon vanilla extract', '1 cup fresh cranberries, coarsely chopped', '1 3/4 cups sifted unbleached all purpose flour', '1 1/2 teaspoons pumpkin pie spice', '1/2 cup dried cranberries or currants', 'Powdered sugar'","""Cranberry and Pumpkin Pie Spice Tea Cake""'Preheat oven to 350°F. Using electric mixer, beat butter and 3/4 cup sugar in large bowl until fluffy. Add yolks and egg 1 at a time, beating after each addition. Beat in almonds and vanilla.', 'Mix fresh cranberries and remaining 3 tablespoons sugar in small bowl. Let stand 5 minutes. Combine flour and spice in medium bowl.', 'Stir fresh and dried cranberries into butter mixture. Add flour mixture and stir until well combined. Spoon batter into ungreased 9-inch tart pan with removable bottom. Smooth top. Bake until top of cake is golden and dry and center of cake is firm, about 55 minutes. Transfer to rack and cool completely.', 'To serve, sift powdered sugar over top of cake. Remove rim from pan and transfer cake to platter.'"
"'3 cups cake flour (not self-rising)', '1 tablespoon baking powder', '1 teaspoon salt', '1 cup whole milk', '1/2 cup water', '1 1/2 teaspoons vanilla', '2 1/2 sticks (1 1/4 cups) unsalted butter, softened', '1 cup sugar', '5 large eggs', '1 vanilla bean', 'a 12-ounce bag fresh or unthawed frozen cranberries (about 3 1/2 cups)', '1 1/3 cups sugar', '1 cup water', '2 large egg whites', '1 cup sugar', '1/4 cup water', '1/4 teaspoon salt', 'a 7-ounce bag sweetened shredded coconut for coating cake (about 2 2/3 cups)'","""Cranberry Coconut Layer Cake""'Preheat oven to 350°F. Butter three 8- by 2-inch round cake pans and line bottoms with rounds of wax paper. Butter paper and dust with flour, knocking out excess flour.', 'Into a bowl sift together flour, baking powder, and salt. In a glass measure stir together milk, water, and vanilla. In a large bowl with an electric mixer beat butter on medium speed 1 minute. Gradually beat in sugar and beat mixture until light and fluffy, about 2 minutes. Add eggs 1 at a time, beating well after each addition. With mixer on low speed add flour and milk mixtures alternately in 4 batches, beginning and ending with milk mixture, and beat until just combined (mixture will look curdled; do not overbeat).', 'Divide batter evenly among pans (about 3 scant cups per pan), smoothing tops and tapping pans on counter to allow any air bubbles to escape. Bake layers in middle and lower thirds of oven (arrange pans so they overlap only slightly) until golden and a tester comes out clean, about 30 minutes. Run a thin knife around edges of pans and invert layers onto racks. Carefully remove wax paper and cool layers completely. Cake layers may be made 1 day ahead and kept, wrapped in plastic wrap, in an airtight container in a cool dry place. (Alternatively, layers may be made 3 days ahead and frozen, wrapped in plastic wrap and foil. Thaw layers in refrigerator 1 day before proceeding.)', 'With a knife halve vanilla bean lengthwise. Scrape seeds into a 3-quart saucepan and stir in pod and remaining filling ingredients. Bring mixture just to a boil and cook at a bare simmer, stirring occasionally, 10 minutes. Discard pod and transfer filling to a bowl. Cool filling completely. Filling may be made 1 day ahead and chilled, covered. Bring filling to room temperature before proceeding.', 'With a long serrated knife horizontally halve cake layers. Arrange 1 cake half, cut side up, on a cake plate and spread evenly with about 1/2 cup filling. Repeat layering in same manner with remaining cake halves and filling, ending with a cake half, cut side down.', 'In a 3-quart metal bowl set over a saucepan of simmering water whisk together frosting ingredients until mixture is warm and sugar is dissolved. With a hand-held electric mixer on high speed beat frosting about 6 minutes, or until thick and fluffy. (Depending on mixer and weather, this may take longer.) Remove bowl from heat and beat frosting until cool and spreadable. Frost cake and coat with coconut. Cake keeps, covered, 2 days.'"
