index,text
2700,Almond Cake Berries Butter grease pan cup allpurpose flour plus additional dust pan cup slice almond preferably skin oz cup sugar large egg yolk tablespoon milk teaspoon vanilla teaspoon salt large egg white cup water cup sugar tablespoon fresh lemon juice teaspoon almond extract cup blackberry oz cup raspberry oz garnish confectioner sugar Pulse almond cup sugar food processor finely grind transfer almond sugar large bowl add yolk flour cup milk vanilla salt whisk combine batter thick Beat white pinch salt bowl electric mixer mediumhigh speed hold soft peak add remain cup sugar little time beat medium speed beat high speed white hold stiff glossy peak fold white batter lighten fold remain white gently thoroughly pour batter cake pan bake cake springy touch wooden pick skewer insert center come clean minute cool cake pan rack minute invert rack cool minute bring water sugar boil quart heavy saucepan stir sugar dissolve Cool syrup minute stir lemon juice almond extract gently stir berry Arrange cake right plate spoon berry slowly pour fruit syrup evenly cake Dust confectioner sugar desire
2701,Almond Cake Kirsch Cream Lingonberry Preserves oz almond paste marzipan cup allpurpose flour teaspoon bake powder teaspoon salt stick cup unsalted butter soften cup sugar teaspoon vanilla large egg room temperature cup chill heavy cream tablespoon kirsch cup lingonberry preserve Special equipment inch cup springform tube pan decorative inch cup tube pan Break almond paste piece pulse food processor finely grind Sift flour baking powder salt bowl beat butter sugar electric mixer high speed pale fluffy minute add almond paste vanilla beat combine minute add egg time beat addition occasionally scrape bowl Add flour mixture mix low speed second finish mix batter hand rubber spatula scrape bowl Pour batter tube pan smooth Bake middle oven rotate pan halfway bake tester come clean edge begin pull away pan minute hour total Cool cake completely pan rack Cake shrink buckle slightly not worry will not visible cake invert run thin knife outside inside edge invert plate pan invert cake plate serve beat cream kirsch chill bowl clean beater soft peak form Serve cake kirsch cream lingonberry preserve
2702,Almond Cake Roasted Pineapple Vanilla Cream cup blanch sliver almond cup plus tablespoon purpose flour teaspoon bake soda teaspoon salt cup sugar tablespoon stick unsalted butter room temperature large egg tablespoon sour cream teaspoon grate lemon peel teaspoon almond extract ounce container crème fraîche sour cream tablespoon powder sugar teaspoon vanilla extract pound pineapple peel quarter lengthwise core cup pack dark brown sugar cup pineapple juice teaspoon ground clove teaspoon ground cinnamon Bake cake tester insert center come clean minute cool rack minute turn cake day ahead Cool completely Wrap plastic store room temperature Rewarm unwrapped cake slightly microwave Whisk ingredient small bowl blend day ahead cover chill Preheat oven ° F Place pineapple xxinch glass bake dish Whisk brown sugar cup pineapple juice clove cinnamon small bowl blend Pour juice mixture pineapple Roast pineapple tender juice brown turning baste pineapple juice minute add pineapple juice tablespoonful need prevent burn hour minute hour ahead let stand room temperature Rewarm ° F oven minute continue Cut warm pineapple crosswise inchthick slice cut warm cake piece Place slice cake plate Spoon pineapple juice atop cake vanilla cream serve
2703,Almond Cornmeal Cake Peach Berry Compote cup yellow cornmeal cup allpurpose flour teaspoon bake powder teaspoon salt cup blanched almond cup sugar stick cup plus tablespoon unsalted butter soften large egg teaspoon vanilla Accompanimentpeach berry compote Whisk cornmeal flour baking powder salt finely grind almond cup sugar food processor stir cornmeal mixture beat butter remain cup sugar large bowl electric mixer medium speed combine beat egg time blend beat vanilla Mixture look curdle Add cornmeal mixture stir fold combine transfer batter loaf pan smooth bake middle oven tester come clean hour Cool cake pan rack minute Loosen edge knife use strip carefully lift cake pan rack
2704,Amaretto Olive Oil Cake cup ounce blanch sliver almond cup matzoh cake meal Cooks note cup potato starch Cooks note cup plus tablespoon sugar divide teaspoon salt plus beat white large egg yolk cup extravirgin olive oil plus pan tablespoon Amaretto liqueur large egg white room temperature fresh raspberry serve special equipment inch round cake pan inch deep inch springform pan parchment paper Toast almond rimmed baking sheet fragrantly toasty shade darker minute cool completely Combine toast almond matzoh meal potato starch cup sugar salt food processor Pulse almond finely grind Whisk egg yolk olive oil Amaretto half almond mixture large bowl combine mixture slightly grainy almond beat white pinch salt bowl electric mixer medium speed hold soft peak increase speed medium high add cup sugar slow steady stream beating continue beat meringue hold stiff glossy peak fold meringue yolk mixture lighten fold remain meringue gently thoroughly sprinkle remain almond mixture evenly batter fold gently thoroughly pour batter prepared pan smooth sprinkle evenly remain tablespoon sugar Bake cake golden form crust tester come clean minute transfer pan wire rack run sharp knife edge pan Cool cake pan minute springform pan remove side springform springform round cake pan invert cake rack Remove springform parchment set cool rack cake reinvert cake second rack cool completely serve cake wedge berry
2705,Angel Food Cake Strawberries Devonshire Cream cup sugar cup cake flour cup large egg white room temperature teaspoon cream tartar teaspoon salt teaspoon vanilla extract fresh sliced strawberry devonshire Cream Bake cake brown crusty tester insert near center come clean minute turn pan upside fit center slender bottle neck Cool cake completely cut pan side loosen cake Turn cake platter Cut wedge Serve strawberry Devonshire Cream
2706,Apple Cake MapleWalnut Cream Cheese Frosting pound Pippin apple medium peel core diced cup water cup plus tablespoon purpose flour teaspoon bake soda teaspoon ground cinnamon teaspoon salt teaspoon ground nutmeg teaspoon ground clove cup dry currant cup walnut ounce toast chop cup sugar cup stick unsalted butter room temperature tablespoon brandy teaspoon vanilla extract large egg cup stick unsalted butter room temperature cup pack dark brown sugar ounce package cream cheese room temperature cup pure maple syrup teaspoon maple flavor cup walnut toast chop electric mixer beat sugar butter brandy vanilla large bowl blend Beat egg time Beat half flour mixture cup apple purée remain flour mixture reserve remain puree use Stir currant walnut Divide batter prepared pan Bake cake tester insert center come clean minute cut pan side loosen cake turn rack cool electric mixer beat butter sugar large bowl blend Beat cream cheese maple syrup flavor Chill begin firm minute Place cake layer platter Spread cup frost second layer spread cup frost layer Spread cup frost thin layer cake Chill minute spread remain frost cake Press cup walnut halfway side cake Chill frost set minute day ahead Cover chill let stand room temperature hour serve
2707,Apple Ginger UpsideDown Cake stick cup unsalted butter melt cup firmly pack light brown sugar tablespoon finally chop crystallize ginger plus additional garnish tablespoon currant raisin large MacIntosh Granny Smith apple peel core slice thin tablespoon fresh lemon juice cup allpurpose flour teaspoon doubleacte bake powder teaspoon salt teaspoon cinnamon large eggs cup plus tablespoon granulate sugar teaspoon vanilla whip cream vanilla ice cream accompaniment
2708,Apple Gingerbread Cake Cream tablespoon plus cup unsalted butter plus pan cup pack light brown sugar divide pound lady apple unpeele thinly slice seed remove divided cup allpurpose flour teaspoon bake powder teaspoon kosher salt teaspoon ground cinnamon teaspoon ground clove teaspoon ground nutmeg cup robustflavore dark molasse cup pure maple syrup large egg room temperature tablespoon finely grate peeled ginger teaspoon bake soda cup heavy cream plus serve inch springform pan Melt Tbsp butter skillet medium heat add half apple toss separate Cook tossing apple soften translucent minute repeat process Tbsp butter remain apple let apple sit cool handle arrange caramel overlap layer Set pan aside Whisk flour bake powder salt cinnamon clove nutmeg large bowl combine set aside Heat molasse maple syrup remain cup brown sugar remain cup butter heatproof bowl set saucepan barely simmer water stir constantly butter melt mixture smooth Whisk egg ginger Stir bake soda cup hot water small bowl dissolve whisk molasse mixture Whisk molasse mixture reserve dry ingredient scrape batter apple spread evenly evenly drizzle cup cream batter Place cake foilline rimmed bake sheet bake center firm touch cake tester insert center come clean – minute transfer pan wire rack let cake cool pan minute run paring knife side cake loosen remove side pan invert cake rack carefully remove pan peel away parchment apple stick work slowly let cool completely Slice cake wedge serve drizzle cream cake bake day ahead Store tightly cover room temperature revive apple reheat cake slightly microwave brush maple syrup
2709,Apple Pear Cranberry Coffee Cake cup oats cup white rice flour cup brown sugar pack cup chop nuts optional cup melt unsalted butter Pinch ground cinnamon pound grapefruitsize portion Apple Cider Brioche Unsalted butter grease pan small apple tart sweet thinly slice pear thinly slice tablespoon brown sugar grated zest half orange cup streusel top Grease inch round springform pan butter Set aside toss apple pear brown sugar zest small bowl set aside Dust surface refrigerate dough flour cut pound grapefruitsize piece Divide dough equal piece dust flour quickly shape rough ball press piece dough springform pan half apple pear mixture sprinkle half streusel top repeat layer dough apple pear mixture streusel allow cake rest minute preheat oven ° F Bake cake middle oven minute allow sit minute remove springform pan Allow cool serve
2710,AppleRaspberry Cake tablespoon unsalte butter room temperature small Golden Delicious apple ounce peel core cut inch cube tablespoon plus cup sugar cup fresh raspberry large egg tablespoon fresh lemon juice teaspoon vanilla extract cup purpose flour teaspoon bake powder teaspoon salt teaspoon ground ginger electric mixer beat remain tablespoon butter medium bowl fluffy Beat remain cup sugar egg time Beat lemon juice vanilla extract Sift flour bake powder salt ginger beat Spread cup batter prepared pan Sprinkle evenly fruit drop remain batter evenly teaspoonful space apart batter spread cover bake Bake cake tester insert center come clean golden brown minute place cake pan rack cool completely
2711,Apple Spice Cake Walnuts Currants egg white cup large walnut piece tablespoon sugar teaspoon ground cinnamon tablespoon plus cup stick unsalted butter room temperature medium Granny Smith apple peel core cut inch piece medium Jonagold apple peel core cut inch piece cup purpose flour teaspoon ground cinnamon teaspoon bake soda teaspoon ground allspice teaspoon ground clove teaspoon salt cup sugar large egg cup toast walnut chop cup dry currant ounce package cream cheese room temperature cup stick unsalted butter room temperature cup pack powdered sugar teaspoon vanilla extract generous teaspoon dry currant melt tablespoon butter heavy large saucepan mediumlow heat add apple cover simmer apple juicy tender stir occasionally minute Uncover simmer juice evaporate minute potato masher mash apple pan Cool Position rack center oven preheat oven ° F Butter flour inchdiameter cake pan inchhigh side Whisk flour ingredient medium bowl electric mixer beat remain cup butter sugar large bowl light fluffy Beat egg Beat half flour mixture low speed applesauce remain flour mixture Mix cup toast walnut currant Divide batter pan smooth top Bake cake tester insert center come clean minute cool cake pan rack minute turn cake rack cool electric mixer beat cream cheese butter large bowl fluffy add powdered sugar vanilla beat blend Place cake layer plate spread cup ice second cake layer Spread remain ice side cake Arrange cinnamonsugar walnut ring inch edge cake Sprinkle walnut currant Chill cake ice set minute prepare day ahead Cover cake dome chill Bring room temperature serve
2712,Apple UpsideDown Biscuit Cake tablespoon unsalte butter cup pack light brown sugar lb Granny Smith apple peel core cut thin wedge cup allpurpose flour cup granulate sugar teaspoon bake powder teaspoon bake soda teaspoon salt teaspoon cinnamon tablespoon cold unsalted butter cut piece cup wellshaken buttermilk Accompaniment crème fraîche sour cream optional Heat butter ovenproof inch heavy skillet preferably wellseasone castiron moderate heat foam subside Stir brown sugar remove heat Spread mixture evenly skillet arrange apple overlap layer Blend flour sugar bake powder soda salt cinnamon food processor Add butter pulse mixture resemble coarse meal transfer bowl add buttermilk stir mixture moisten Drop batter apple gently spread leave inch border edge skillet Cake need room expand Bake cake middle oven golden brown firm touch minute cool cake skillet rack minute invert platter replace apple stick skillet cake Serve warm
2713,AppleWalnut Cake cup dice peel tart green apple Granny Smith large cup sugar cup stick unsalted butter melt cool large egg cup purpose flour teaspoon ground cinnamon teaspoon bake soda teaspoon salt cup coarsely chop walnut Bake cake brown crusty tester insert center come clean minute cool cake pan rack
2714,Apple Walnut UpsideDown Cake Calvados Caramel Sauce Golden Delicious apple pound stick cup unsalted butter cup sugar cup coarsely chop walnut Golden Delicious apple cup allpurpose flour teaspoon bake powder teaspoon salt teaspoon cinnamon stick cup unsalted butter soften cup sugar teaspoon vanilla extract tablespoon mince peel fresh ginger large egg cup sour cream cups sugar cup water tablespoon Calvados apple brandy tablespoon unsalte butter whip cream wellseasone inch castiron skillet inch nonstick skillet melt butter moderately low heat melt butter separate Stir sugar combine arrange apple quarter decoratively cut side skillet sprinkle walnut evenly apple Cook mixture undisturbed minute apple tender center sugar golden caramel Preheat oven ° F Peel apple chop fine bowl whisk flour bake powder salt cinnamon bowl electric mixer beat butter sugar light fluffy Beat vanilla ginger add egg time beat addition beat sour cream mixer low speed beat flour mixture gradually combine fold chop apple batter Remove skillet heat spoon batter evenly top metal spatula spread batter careful disturb top leave inch border cooked apple uncover nonstick skillet plastic handle wrap handle double thickness foil skillet shallow baking pan bake cake middle oven minute tester come crumb adhering cake golden brown Cool cake skillet rack minute run thin knife edge skillet carefully invert cake plate Serve cake warm room temperature caramel sauce whip cream dry heavy saucepan quart cook sugar moderate heat stir fork melt cook stir swirl pan golden caramel Remove pan heat carefully add water brandy pan caramel bubble steam Return pan heat simmer stirring caramel dissolve Stir butter Sauce day ahead chill cover Reheat sauce warm serve make cup
2715,Applesauce Cake Penuche Frosting stick cup unsalted butter soften cup granulate sugar cup firmly pack light brown sugar cup pink applesauce bottled applesauce pound McIntosh apple cored quarter cup fresh lemon juice cup sugar large egg cup allpurpose flour teaspoon bake soda teaspoon cinnamon teaspoon freshly grate nutmeg teaspoon ground clove teaspoon vanilla extract cup oldfashione roll oats cup raisin chop toss allpurpose flour coat cup firmly pack light brown sugar stick cup unsalted butter cup milk heavy saucepan combine brown sugar butter milk pinch salt bring mixture boil moderate heat stir sugar dissolve cook undisturbed register ° F candy thermometer let mixture cool room temperature whisk thicken lighten color begin lose sheen work quickly frost begin harden crystallize frost cake layer layer frost cake frost hard spread reheat low heat stir spread consistency let cool large heavy saucepan combine apple cup water lemon juice sugar bring liquid boil simmer mixture stir occasionally minute apple tender Force mixture food mill fit fine disk bowl serve applesauce warm chill make cup
2716,ApricotPecan UpsideDown Cake tablespoon unsalte butter cup pack golden brown sugar fresh cherry halve pit cup chop pecan large apricot halve pit cup unbleache purpose flour teaspoon bake powder teaspoon ground nutmeg teaspoon salt cup stick unsalted butter room temperature cup sugar large egg teaspoon vanilla extract cup milk room temperature whip cream whisk flour bake powder nutmeg salt medium bowl blend electric mixer beat butter large bowl light creamy gradually beat sugar Beat egg time mix vanilla Beat dry ingredient alternately milk addition spoon batter apricot Bake cake golden tester insert center come clean hour minute transfer pan rack Run knife pan side Cool cake rack minute place plate pan invert cake plate gently lift pan Set cake pan low heat whisk sugar mixture remain pan syrupy second Pour syrup cake Serve warm whip cream
2717,Apricot Yogurt Cake Orange Honey Syrup ounce container plain yogurt cups allpurpose flour teaspoon doubleacte bake powder teaspoon bake soda stick cup unsalted butter soften cup sugar large egg cup dry apricot chop fine cup walnut chop fine Orange Honey Syrup mint sprig garnish Preheat oven ° f butter flour inch springform pan bowl sift flour baking powder baking soda pinch salt bowl electric mixer cream butter sugar mixture light fluffy beat egg time beat addition beat cup drain yogurt beating mixture combine add flour mixture beat batter combine stir apricot walnut spoon batter prepared pan bake cake middle oven minute tester come crumb adhere cake pan rack set foil pour orange honey syrup let cake absorb syrup cake day advance keep pan cover plastic wrap foil chill Remove pan garnish cake mint sprig
2718,Ashkenazic Sour Cream Coffee Cake Smeteneh Küchen cup granulate brown sugar cup cup allpurpose flour teaspoon ground cinnamon teaspoon salt teaspoon ground nutmeg clove optional cup stick unsalted butter margarine soften cup coarsely chop walnut pecan grate coconut golden raisin chocolate chip cup combination optional cup allpurpose flour teaspoon doubleacte bake powder teaspoon bake soda teaspoon salt cup stick unsalted butter margarine soften cup granulate brown sugar cup large egg yolk large egg cup ounce sour cream plain yogurt teaspoon vanilla extract teaspoon finely grate lemon zest optional cup confectioner sugar teaspoon vanilla almond extract tablespoon milk water streusel combine sugar flour cinnamon salt nutmeg Cut butter resemble coarse crumb desire stir nut batter Sift flour bake powder baking soda salt large bowl beat butter smooth minute gradually add sugar beat light fluffy minute Beat egg yolk time Blend sour cream vanilla zest Stir flour mixture spread half batter prepared pan Sprinkle half streusel carefully cover remain batter sprinkle remain streusel Bake unitl cake golden pull away side pan minute Set rack let cool pan minute serve warm room temperature Wrap kuchen plastic store room temperature day freezer month glaze Combine glaze ingredient stir smooth pour consistency Drizzle cake let stand set bake store cake contain acidic ingredient sour cream aluminum pan line parchment paper prevent juice react aluminum create metallic flavor spread batter byinch pan sprinkle topping bake minute add middle layer streusel cup peel core thinkly slice cooking apple cup peel pit slice peach cup pit cherry blueberry blackberry raspberry Combine ounce soften cream chees cup sugar large egg teaspoon vanilla extract Spread batter leave inch border side desire spread cup melt blueberry cherry raspberry strawberry preserve pie fill cheese mixture Sprinkle streusel
2719,Aunt Toms italian Cream Cake cups granulate sugar cups vegetable shortening soften stick cup margarine soften large egg separate cup allpurpose flour teaspoon bake soda teaspoon salt cup wellshaken buttermilk teaspoon vanilla cup sweeten flaked coconut cup chop pecan ounce package cream cheese soften stick cup margarine soften teaspoon vanilla pound box confectioner sugar bowl electric mixer beat sugar shortening margarine light fluffy Add egg yolk time beat addition bowl sift flour baking soda salt Beat flour mixture egg mixture batch alternately buttermilk beginning end flour mixture combine Beat vanilla coconut chop pecan Beat egg white bowl hold stiff peak fold batter gently thoroughly divide batter pan smooth top bake upper third oven switch position pan oven halfway bake tester come clean minute cool cake layer pan rack minute invert rack cool completely bowl electric mixer beat cream cheese margarine vanilla smooth gradually beat confectioner sugar beating creamy Stack cake layer cake plate spread cup frost layer spread remain frost cake
2720,Banana Cake Coconut Frosting stick cup unsalted butter soften plus additional grease pan cup allpurpose flour plus additional dust pan teaspoon bake powder teaspoon bake soda teaspoon salt cup pack light brown sugar large egg cup wellmashe ripe bananas cup sour cream teaspoon vanilla oz cream cheese soften tablespoon unsalted butter soften cup confectioner sugar tablespoon wellstirre canned cream coconut Coco López coconut milk teaspoon dark rum optional cup sweeten flaked coconut lightly butter flour inch round cake pan knock excess flour Whisk flour cup bake powder baking soda salt small bowl beat butter stick brown sugar large bowl electric mixer high speed pale fluffy beat egg combine add banana sour cream vanilla beat combine reduce speed low add flour mixture mixing incorporate Spread batter cake pan bake pale golden wooden pick skewer insert center come clean minute Cool pan rack minute run thin knife edge pan invert rack cake invert cake rack cool completely beat cream cheese butter bowl clean beater medium speed smooth Reduce speed low add confectioner sugar cream coconut rum mix combine Increase speed high beat light fluffy minute frost cool cake sprinkle coconut
2721,Banana Cake Sour cream Frosting cup purpose flour teaspoon bake soda teaspoon bake powder teaspoon salt cup stick unsalted butter room temperature cup sugar large egg cups sour cream cup mash ripe banana large tablespoon fresh lemon juice cup powder sugar ounce package cream cheese room temperature Bake cake golden tester insert center come clean minute cool completely rack prepared week ahead Cover cake freeze Thaw continue Beat remain cup sour cream powdered sugar cream cheese large bowl blend Spread frost cool cake
2722,BananaChocolate Chip Cake Peanut Butter Frosting Nonstick vegetable oil spray cups allpurpose flour teaspoon bake soda teaspoon kosher salt cups sugar cup stick unsalted butter room temperature cup pack light brown sugar large egg teaspoon vanilla extract cup mash ripe bananas cup sour cream ounce bag mini chocolate chip cups creamy peanut butter cup powder sugar cup stick unsalted butter room temperature teaspoon vanilla extract Chocolate chip mini chocolate chip chocolate kiss xx cake pan add dry ingredient beat low speed blend Add banana sour cream beat blend Fold mini chip Divide batter evenly pan smooth top Bake cake tester insert center come clean minute transfer wire rack let cool pan minute Invert cake rack peel parchment let cool completely electric mixer beat ingredient medium bowl light fluffy frost form minute Place cake platter Spread cup frost Place remain cake Cover side cake remain frost Garnish chocolate chip kiss AHEAD Cake day ahead cover chill let stand room temperature hour serve
2723,Banana Chocolate Walnut Cake cup allpurpose flour teaspoon bake soda teaspoon salt stick unsalted butter soften plus tablespoon melt cool cup sugar divide large egg cup mash ripe banana medium cup plain wholemilk yogurt teaspoon pure vanilla extract ounce bar cacao bittersweet chocolate coarsely chop cup walnuts ounce toast cool coarsely chop teaspoon cinnamon Stir flour baking soda salt Beat soften butter stick cup sugar medium bowl electric mixer medium speed pale fluffy beat egg time blend Beat banana yogurt vanilla mixture look curdle mixer low speed add flour mixture mix incorporate Toss chocolate nuts cinnamon melt butter remain cup sugar small bowl spread half banana batter cake pan sprinkle half chocolate mixture Spread remain batter evenly fill sprinkle remain chocolate mixture Bake cake golden wooden pick insert center cake come clean minute cool cake pan rack minute turn rack cool completely right
2724,Banana Coconut Crunch Cake cup sweeten flaked coconut cup cake flour selfrise teaspoon bake soda teaspoon bake powder teaspoon salt large eggs cup mash banana large tablespoon crème fraîche sour cream teaspoon vanilla stick tablespoon unsalted butter soften cup granulate sugar cup water tablespoon granulate sugar tablespoon dark rum pound cream cheese soften stick cup unsalted butter soften cup confectioner sugar sift teaspoon vanilla cup crisp banana chip bake sheet toast coconut middle oven stirring golden minute bowl sift flour baking soda bake powder salt small bowl whisk eggs bananas crème fraîche sour cream vanilla bowl stand electric mixer beat butter sugar light fluffy beat flour egg mixture alternately begin end flour mixture beat addition batter smooth fold coconut Turn batter pan smoothing bake middle oven tester insert center come clean minute cool cake pan rack minute run thin knife edge pan invert cake rack Remove wax paper carefully cool cake completely Cake layer day ahead chill wrap plastic wrap foil small saucepan bring water sugar boil moderate heat stir sugar dissolve simmer minute Stir rum simmer minute Cool syrup completely Syrup day ahead chill cover bowl electric mixer beat cream cheese butter light fluffy Add confectioner sugar cup time beat addition beat vanilla pinch salt food processor coarsely grind banana chip stir frost serrate knife halve cake layer horizontally pastry brush dab cut side rum syrup spread half frost cut layer arrange layer cut frost Spread remain frost cake Cake assemble hour ahead chill cover overturn bowl cake keeper
2725,Banana Coffee Cake Diamond cup cake flour selfrise cup unsweetene cocoa powder Dutchprocess teaspoon bake soda teaspoon salt ripe banana mashed cup sour cream stick cup unsalted butter soften cup granulate sugar cup firmly pack light brown sugar extralarge eggs tablespoon coffee extract tablespoon instant espresso powder dissolve tablespoon hot water teaspoon vanilla extract garnish confectioner sugar large bowl sift flour cocoa powder bake soda salt small bowl stir banana sour cream large bowl electric mixer beat butter sugar light fluffy add egg time beat addition Beat coffee extract espresso vanilla Beat flour mixture batch alternately banana mixture begin end flour mixture batter combine spoon batter pan bake middle oven minute cake tester come clean cake pull away pan Cool cake pan minute invert rack cool completely let cake stand wrap tightly room temperature overnight Dust cake confectioner sugar
2726,Banana Layer Cake Caramel Cream Pecans cup purpose flour tablespoon bake powder teaspoon generous fine sea salt cup stick unsalted butter room temperature cup sugar divide large egg cup plus tablespoon buttermilk small ripe banana peel cut inch cube cup cup pack golden brown sugar small ripe banana peel cut inch piece tablespoon unsalted butter room temperature cup chill heavy whipping cream divide teaspoon fresh lime juice divide teaspoon dark rum divide Sea SaltRoasted Pecans Bake cake tester insert center come clean minute transfer rack cool minute invert cake rack cool completely day ahead Wrap foil store room temperature Combine brown sugar banana tablespoon butter processor blend smooth Add cup whip cream blend transfer heavy medium saucepan Whisk medium heat sugar dissolve mixture boil Attach candy thermometer inside pan cook stir swirl pan temperature register ° F minute Pour caramel bowl Cool room temperature whisk occasionally whisk remain cup whip cream large bowl cream mound softly gradually fold cool caramel mixture Chill cream firm spread hour cut cake horizontally layer Place layer cut platter Drizzle teaspoon lime juice teaspoon rum Spread cup banana cream second cake layer Drizzle teaspoon lime juice teaspoon rum Spread cup cream repeat cake layer lime juice rum cream fourth cake layer cut spread remain cream Scatter roast pecan cake day ahead Cover cake dome refrigerate
2727,Banana Layer Cake Cream Cheese Frosting cup cake flour teaspoon bake soda teaspoon bake powder teaspoon plus pinch salt cup mash ripe banana large cup buttermilk teaspoon plus tablespoon vanilla extract cup stick unsalted butter room temperature cup sugar large egg ounce package cream cheese room temperature cup powder sugar large banana peel slice Bake cake top begin color tester insert center come crumb attach minute cool cake pan rack minute small knife cut cake loosen turn cake rack cool completely beat cream cheese remain cup butter large bowl light fluffy beat remain tablespoon vanilla pinch salt gradually beat powdered sugar Cover refrigerate frost firm spread minute Place cake layer platter Spread cup frost Place half slice banana evenly frost leave inch border edge Place second cake layer work surface Spread cup frost Place cake layer frost atop banana Spread cup frost Place remain half slice banana evenly frost leave inch border edge Place cake layer work surface Spread cup frost Place cake layer frost atop banana Spread remain frost side cake day ahead cover chill let stand hour room temperature serve
2728,Banana Layer Cake White ChocolateCream Cheese Frosting Walnuts ounce package banana muffin mix cup mash ripe banana large egg tablespoon vegetable oil cup milk large egg white tablespoon sugar ounce goodquality white chocolate Lindt Bakers chop ounce cream cheese room temperature cup stick unsalted butter room temperature cup powder sugar teaspoon vanilla extract teaspoon fresh lemon juice ripe bananas cup walnuts ounce toast chop Stir chop white chocolate double boiler barely simmer water melt Remove water stir white chocolate smooth Cool lukewarm minute beat cream cheese unsalted butter large bowl fluffy gradually beat lukewarm white chocolate powder sugar vanilla extract lemon juice Place cake layer platter Spread cup white chocolatecream cheese frost thinly slice banana Arrange banana slice frost second cake layer Spread remain frost side cake Press toast chop walnut frost side cake Refrigerate cake frost set hour day Slice remain banana arrange slice atop cake serve
2729,BananaPineapple Layer Cake Cream Cheese Frosting cup purpose flour cup sugar teaspoon bake soda teaspoon salt teaspoon ground cinnamon cup vegetable oil large egg teaspoon vanilla extract cup chop banana bananas cup chop pecan ounce crushed pineapple juice ounce package cream cheese room temperature cup stick unsalted butter room temperature cup powder sugar teaspoon vanilla extract cup chop toast pecan electric mixer beat cream cheese butter large bowl blend Beat sugar vanilla Place cake layer plate Spread cup frost second cake layer Spread remain frost side cake Sprinkle toast pecan border edge cake day ahead Cover chill let stand room temperature serve
2730,Banana Split Ice Cream Cake ounce package chocolate wafer cookies cup virgin coconut oil melt teaspoon kosher salt cup sugar large ripe banana pound cut piece cup heavy cream teaspoon kosher salt pint vanilla ice cream soften room temperature minute divide cup maraschino cherry ounce jar drain pat dry stem remove plus stem serve teaspoon powder unflavore gelatin ounce envelope cup sugar cups heavy cream cup salt roasted peanut coarsely chop springform pan Press cup cookie crumb springform pan freeze ready use spread remain crumb parchmentlined rimmed baking sheet layer press freeze crumb bake sheet minute crumble small piece hand Freeze ready use bring sugar cup water boil medium saucepan mediumhigh heat stir dissolve sugar Cook swirl pan occasionally caramel deep amber color – minute reduce heat low add banana piece time stir addition add cream salt cook stir banana entirely break chunk remain minute transfer medium bowl let cool mix pint ice cream large bowl wooden spoon resemble thick cake batter soft melt Fold cup cookie crumble rubber spatula scrape pan cookie crust smooth Sprinkle cup cookie crumble ice cream press lightly adhere Working quickly scrape caramelbanana jam cookie crumble spread evenly caramel cup cookie crumble freeze minute mix remain pint ice cream bowl cakebatter consistency Fold cup cherry Scrape pan cookie crumble smooth come edge pan remain cookie crumble freeze cake frozen hour overnight Sprinkle gelatin cup water small saucepan let sit minute soften Add sugar bring bare simmer stir dissolve gelatin sugar let cool slightly transfer large bowl whisk cream Beat medium peak Unmold cake run knife edge help release need transfer platter spread threequarter whip cream side cake Use remain whip cream create dramatic height swirl decoratively nut cherry stem freeze cake hour serve Slice warm knife Cake frost day ahead freeze uncover
2731,bas Best Carrot Cake Nonstick vegetable oil spray cup golden raisin optional tablespoon dark rum optional cup chop walnut pound carrot peel coarsely grated cup buttermilk room temperature cup allpurpose flour teaspoon ground cinnamon teaspoon ground ginger teaspoon freshly grate nutmeg teaspoon bake powder teaspoon kosher salt teaspoon bake soda large egg room temperature cup granulate sugar cup pack dark brown sugar teaspoon vanilla extract cup vegetable oil ounce cream cheese room temperature cup stick unsalted butter room temperature teaspoon vanilla extract generous pinch kosher salt cup powder sugar Candied Carrot Coins toast walnut rimmed baking sheet tossing golden brown – minute let cool Combine carrot buttermilk medium bowl Whisk flour cinnamon ginger nutmeg bake powder salt bake soda large bowl electric mixer high speed beat egg granulate sugar brown sugar vanilla extract pale thick minute reduce speed mediumlow gradually stream oil Add dry ingredient addition alternate carrot mixture addition begin end dry ingredient mix smooth Fold raisin walnut rubber spatula Scrape batter prepared pan Bake cake rotate pan halfway tester insert center come clean – minute transfer pan wire rack let cake cool minute run knife side cake invert wire rack remove parchment let cool completely electric mixer high speed beat cream cheese butter medium bowl smooth minute Beat vanilla extract salt Reduce speed low gradually mix powdered sugar Increase speed high beat frost light fluffy minute Place cake dome platter Spread cup frost evenly Place remain cake dome Spread side cup frost chill minute let frost set Spread remain frost side swirl decoratively Candied Carrot Coins desire
2732,Bittersweet Chocolate Almond Cake ounce bittersweet unsweetened semisweet chocolate chop cup stick unsalted butter cup sliver almond toast tablespoon cake flour teaspoon salt large egg cups sugar teaspoon vanilla extract cup chill whip cream finely grind cup almond flour salt processor electric mixer beat egg sugar vanilla large bowl thick minute fold almond mixture chocolate mixture Pour batter prepared pan Bake cake tester insert center come moist crumb attach hour minute cool cake pan rack center fall Press edge fork level Cover refrigerate hour day cut cake remove pan side beat cream large bowl firm peak mound cream atop cake sprinkle remain cup almond
