title,ingredients
Robert Redford Cake,"['butter, softened', 'all-purpose flour', 'chopped walnuts', ' package cream cheese, softened', confectioners' sugar, ' packages instant pistachio pudding mix', 'milk', ' package frozen whipped topping, thawed', 'chopped walnuts']"
Rocky Road Cake,"['all-purpose flour', 'white sugar', 'unsweetened cocoa powder', 'baking soda', ' salt', 'vegetable oil', 'vinegar', 'vanilla extract', 'water', ' squares unsweetened chocolate, chopped', 'margarine', 'water', 'vanilla extract', confectioners' sugar, 'miniature marshmallows']"
Rocky Road Turtles® Cake,"[' package chocolate cake mix', ' package prepared chocolate frosting', 'wrapped caramels', 'miniature marshmallows', 'chopped walnuts', 'milk']"
Romanian Apple Cake,"[', peeled  cored', '', 'white sugar', 'vegetable oil', 'baking soda', 'ground cinnamon', 'vanilla extract', 'all-purpose flour', 'chopped walnuts']"
Root Beer Cake I,"['butter, softened', 'white sugar', '', 'root beer extract', 'all-purpose flour', 'baking powder', ' salt', 'root beer', 'butter, softened', confectioners' sugar, 'root beer extract', ' salt', 'root beer']"
Root Beer Cake II,"['shortening', 'white sugar', 'whites', 'vanilla extract', '', 'all-purpose flour', 'baking powder', ' salt', 'ounces root beer, ', 'applesauce', ' envelopes instant dessert topping', 'ounces root beer, chilled']"
Root Beer Float Cake I,"[' package yellow cake mix', ' can or bottle root beer', 'vegetable oil', '', confectioners' sugar, 'root beer']"
Root Beer Float Cake II,"[' package white cake mix', 'root beer', 'vegetable oil', '', ' envelope whipped topping mix', 'root beer']"
Rose Petal Pound Cake,"['all-purpose flour', ' salt', 'butter, ', 'white sugar', ', ', 'almond extract', 'ground almonds', 'rosewater', 'red food coloring', confectioners' sugar, for dusting]"
Rosemary Orange Pound Cake,"['all-purpose flour', 'baking powder', 'baking soda', 'butter, softened', 'white sugar', 'vanilla extract', ' eggs', 'sour cream', 'grated orange zest', 'chopped fresh rosemary']"
Rougemont Applesauce Cake,"['pastry flour', 'baking powder', ' salt', 'ground cinnamon', 'ground nutmeg', 'shortening', 'packed brown sugar', '', 'vanilla extract', 'applesauce']"
Ruby's Strawberry Jell-O® Flan Cake,"['cooking spray ', ' package strawberry cake mix', 'water', 'vegetable oil', ' eggs', ' can sweetened condensed milk', ' can evaporated milk', '', 'vanilla extract', ' packages strawberry-flavored gelatin ', 'boiling water', 'cold water']"
Rum and Raisin Cake,"['water', 'rum', 'chopped raisins', 'butter', '', 'white sugar', 'all-purpose flour', 'baking soda', 'unsweetened cocoa powder', 'chopped pecans']"
Rum Cake I,"['chopped walnuts', ' package yellow cake mix', 'dark rum', '', 'water', 'vegetable oil', ' package instant vanilla pudding mix', 'butter', 'white sugar', 'water', 'dark rum']"
Rum Cake II,"['butter', 'white sugar', '', 'buttermilk', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'rum flavored extract', 'butter', 'white sugar', 'rum']"
Rum Cranberry Applesauce Bundt Cake,"['all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'ground allspice', 'butter, softened', 'white sugar', 'packed brown sugar', '', 'dark rum', 'vanilla extract', 'applesauce', 'dried cranberries', 'butter, melted', 'packed brown sugar', confectioners' sugar, 'dark rum']"
Rum Mocha Chocolate Cake,"['cake flour', 'baking powder', ' salt', 'instant coffee granules', 'unsweetened cocoa powder', 'boiling water', 'butter or margarine, softened', 'white sugar', '', 'rum', 'milk', confectioners' sugar, 'unsweetened cocoa powder', 'instant coffee granules', 'boiling water', 'butter or margarine, softened', 'vanilla extract', 'rum']"
Rum-Pineapple Pound Cake,"['butter, ', 'vegetable oil', 'white sugar', '', 'moist pineapple cake mix', 'sour cream', 'evaporated milk', 'flour', 'vanilla extract', 'Glaze', 'light brown sugar', 'white sugar', 'butter', 'rum', 'toasted coconut']"
Ruthie Cheese Cake,"['cream cheese', 'milk', 'white sugar', 'cornstarch', 'vanilla extract', '', 'ground cinnamon, or to taste']"
Sad Cake,"['biscuit baking mix', 'packed brown sugar', '', 'vegetable oil', 'flaked coconut', 'chopped pecans', 'vanilla extract']"
Salad Dressing Chocolate Cake,"['all-purpose flour', 'white sugar', 'baking soda', 'vanilla extract', '¼ cup unsweetened cocoa powder', 'creamy salad dressing ', 'lukewarm water']"
Salmonberry Cake,"['salmonberries, ', 'water, or as needed', ' package white cake mix', '', 'vegetable oil', 'white sugar']"
Sam's Famous Carrot Cake,"['', 'buttermilk', 'vegetable oil', 'white sugar', 'vanilla extract', 'ground cinnamon', ' salt', 'all-purpose flour', 'baking soda', 'shredded carrots', 'flaked coconut', 'chopped walnuts', ' can crushed pineapple with juice', 'raisins']"
Sandy's Cranberry Coffee Cake,"['Cake:', 'flour', 'baking powder', 'baking soda', ' salt', ' sugar', 'margarine', 'sour cream', '', 'almond extract', ' can whole berry cranberry sauce', 'Icing:', confectioners' sugar, 'almond extract', 'water as needed']"
Sara Jane's Oatmeal Cake,"['rolled oats', 'boiling water', 'white sugar', 'packed brown sugar', 'shortening', 'all-purpose flour', 'baking soda', ' salt', 'ground nutmeg', '', 'melted butter', 'packed brown sugar', 'heavy cream', 'flaked coconut', 'vanilla extract']"
Saucy Cherry Cake,"['all-purpose flour', 'white sugar', 'baking powder', ' salt', 'shortening', '', 'chopped walnuts', ' can pitted sour red pie cherries', 'white sugar', 'cornstarch']"
Sauerkraut Apple Cake,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'white sugar', 'molasses', '', 'vegetable oil', 'sauerkraut, drained  rinsed', '- peeled, cored  finely chopped', 'chopped pecans']"
Sauerkraut Cake,"['butter', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'unsweetened cocoa powder', 'water', 'sauerkraut - drained, rinsed  finely chopped', 'semisweet chocolate chips', 'butter', 'sour cream', 'vanilla extract', sifted confectioners' sugar, ' salt']"
Sauerkraut Surprise Cake,"['butter', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'unsweetened cocoa powder', 'water', 'drained  chopped sauerkraut', 'semisweet chocolate chips', 'butter', 'sour cream', confectioners' sugar]"
Sausage Cake,"['pork sausage', 'packed brown sugar', 'white sugar', ', beaten', 'sifted all-purpose flour', 'baking powder', 'baking soda', 'ground ginger', 'pumpkin pie spice', 'cold, strong, brewed coffee', 'raisins', 'chopped walnuts']"
Sausage Christmas Cake,"['pork sausage', 'cold, brewed coffee', 'packed dark brown sugar', 'white sugar', ', beaten', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'self-rising flour', 'chopped walnuts', 'golden raisins', 'raisins']"
Sayuri's Three-Sugar Pound Cake,"['all-purpose flour', 'baking powder', 'baking soda', 'milk', 'vanilla extract', 'butter, softened', 'white sugar', confectioners' sugar, 'brown sugar', 'whites', 'yolk']"
Scottley's Basic Yellow Cake,"['butter, softened', 'white sugar', '', 'vanilla extract', 'sifted cake flour', 'baking powder', ' salt', 'milk']"
Screwdriver Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', 'orange juice', 'vodka', 'vegetable oil', '', confectioners' sugar, 'orange juice']"
Scripture Cake,"['butter, :', 'white sugar, :', ', :', 'all-purpose flour, :', 'baking powder, :', 'ground cinnamon, :', 'ground mace, :', 'ground cloves, :', ' salt, :', 'water, :', 'honey, :', 'figs, :', 'raisins, :', 'almonds, :']"
Scrumptious Chocolate Cake,"['margarine', 'vegetable oil', 'unsweetened cocoa powder', 'water', 'all-purpose flour', 'white sugar', 'buttermilk', '', 'vanilla extract', 'ground cinnamon', 'baking soda', 'margarine', 'unsweetened cocoa powder', 'milk', 'vanilla extract', confectioners' sugar, 'crunchy peanut butter']"
Secret Cake,"['self-rising flour', 'white sugar', 'water', 'butter', 'shortening', 'unsweetened cocoa powder', 'buttermilk', 'baking soda', 'vanilla extract', '', 'butter', 'buttermilk', 'unsweetened cocoa powder', confectioners' sugar, 'vanilla extract']"
Secret Chocolate Fantasy Cake,"[ package devil's food cake mix, '', 'sour cream', 'coffee flavored liqueur', 'hazelnut liqueur', 'vegetable oil', 'semisweet chocolate chips', 'butter', confectioners' sugar, 'unsweetened cocoa powder', 'vanilla extract', 'Irish cream liqueur']"
Semi-Homemade Chocolate Funnel Cake,"['all-purpose baking mix ', 'white sugar', 'unsweetened cocoa powder', 'ground cinnamon', 'chocolate milk', '', 'heavy whipping cream', 'vegetable oil for frying, or as needed']"
Semolina Cake,"['all-purpose flour', 'semolina flour', 'baking powder', 'butter', 'white sugar', ', ', 'orange juice', 'grated orange zest', 'vanilla extract', 'bry', 'almonds, coarsely chopped', 'almonds, finely chopped', 'sliced almonds', 'bry ']"
Semolina Turmeric Cake (Sfoof),"['semolina flour', 'all-purpose flour', 'ground turmeric', 'baking powder', 'white sugar', 'milk', 'vegetable oil', 'pine nuts']"
Sencha Green Tea Cake,"['boiling water', 'Sencha green tea leaves', 'cooking spray', 'vegetable oil', '', 'white sugar', 'all-purpose flour', 'baking powder', 'Frosting:', ' package prepared white frosting', 'green tea powder, or as desired ']"
Seven-Up™ Cake I,"[' package yellow cake mix', ' package instant coconut cream pudding mix', '', 'vegetable oil', 'ounces lemon-lime flavored carbonated beverage', ' can crushed pineapple', 'butter', ', beaten', 'all-purpose flour']"
Seven-Up® Cake II,"['butter', 'white sugar', '', 'all-purpose flour', 'lemon extract', 'lemon-lime flavored carbonated beverage']"
Seven-Up™ Cake III,"['white sugar', 'butter', 'shortening', '', 'all-purpose flour', 'lemon extract', ' can or bottle lemon-lime flavored carbonated beverage', 'white sugar', 'butter', '', 'flaked coconut', ' can crushed pineapple with juice', 'chopped pecans']"
"Seven-Up™  Mud, Fruit Slide Cake","[' package yellow cake mix', 'lemon-lime flavored carbonated beverage', 'vegetable oil', 'crushed pineapple, drained', 'semisweet chocolate chips', '', 'ground allspice']"
Seven-Up™ Pound Cake,"['butter', 'shortening', 'white sugar', '', 'all-purpose flour', 'vanilla extract', 'lemon extract', 'ounces lemon-lime flavored carbonated beverage']"
Seven-Up™  Sheet Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', '', 'vegetable oil', 'lemon-lime flavored carbonated beverage', 'white sugar', 'all-purpose flour', '', 'butter', ' can crushed pineapple with juice', ' package flaked coconut']"
Sfouf (Lebanese Turmeric Cake),"['tahini', 'boiling water', 'whole anise seeds', 'white sugar', 'all-purpose flour', 'ground turmeric', 'baking powder', 'anise seed powder', 'vegetable oil', 'unsalted butter, melted', 'pine nuts']"
Shari's Streusel Coffee Cake,"['¾ cup white sugar', '¼ cup shortening', '', '½ cup half--half cream', '½ cups all-purpose flour', 'baking powder', '½ teaspoon salt', '½ cup brown sugar', 'all-purpose flour', 'ground cinnamon', '½ cup chopped walnuts', 'butter, melted']"
Sharon's Jamaican Fruit Cake,"['butter', 'white sugar', '', 'white rum ', 'lime juice', 'vanilla extract', 'almond extract', 'zest of one lime', 'chopped dried mixed fruit', 'red wine', 'dark molasses', 'all-purpose flour', 'baking powder', 'ground nutmeg', 'ground allspice', 'ground cinnamon', ' salt']"
Shauna's Boston Cream Cake,"['Cake:', 'cake flour', 'cake flour', 'baking powder', ' salt', 'yolks', 'white sugar', 'butter, softened', 'vanilla extract', 'milk', 'Custard:', 'milk', 'yolks', 'white sugar', 'all-purpose flour', 'vanilla extract', 'Frosting:', 'butter, softened', ' squares semisweet chocolate', confectioners' sugar, sifted, 'vanilla extract', 'hot water, or as needed ']"
Sherry Bundt Cake,"[' package yellow cake mix', '', 'vegetable oil', 'cream sherry', 'ground nutmeg', ' package instant vanilla pudding mix', 'white sugar', 'ground cinnamon', 'unsweetened cocoa powder']"
Sherry's Chocolate Cake,"['margarine', 'white sugar', '', 'milk', 'all-purpose flour, sifted', 'unsweetened cocoa powder', 'baking powder']"
Shirley's Ice Box Fruit Cake,"['chopped pecans', ' package raisins', ' package sweetened flaked coconut', ' package graham cracker crumbs', ' jar maraschino cherries, drained  chopped', ' can low-fat sweetened condensed milk ']"
Shoo Fly Cake,"['baking soda', 'boiling water', 'all-purpose flour', 'brown sugar', ' salt', 'vegetable oil']"
Shredded Apple Spelt Cake,"['- peeled, cored,  shredded', 'ground cinnamon', 'white sugar', '', 'white sugar', 'vanilla extract', 'olive oil', 'orange juice', 'white spelt flour', 'xanthan gum', 'baking powder', ' salt', 'ground cinnamon']"
Silver White Cake,"['cake flour', 'white sugar', 'baking powder', ' salt', 'shortening', 'milk', 'vanilla extract', 'whites']"
Simnel Cake,"['all-purpose flour', 'baking powder', ' salt', 'butter', 'white sugar', '', 'vanilla extract', 'golden raisins', 'raisins, chopped', 'chopped cied mixed fruit peel']"
Simple and Delicious Sponge Cake,"['margarine', 'white sugar', '', 'self-rising flour']"
Simple Banana Coffee Cake,"['butter or margarine', 'white sugar', '', 'bananas, mashed', 'all-purpose flour', 'baking soda', ' salt']"
Simple Buttermilk Coffee Cake,"['all-purpose flour', 'white sugar', 'baking powder', 'baking soda', 'butter, ', 'buttermilk', '', 'vanilla extract']"
Simple Cake Pops,"[' package yellow cake mix ', 'water', '', 'vegetable oil', ' package prepared chocolate frosting', 'sticks', ' bag chocolate cy melts', ' tube decorating icing']"
Simple Christmas Rum Cake,"['cooking spray', ' package yellow cake mix with pudding ', '', 'rum', 'water', 'vegetable oil', 'rum', 'water', 'white sugar', 'butter', confectioners' sugar for sprinkling]"
Simple 'N' Delicious Chocolate Cake,"['white sugar', 'all-purpose flour', 'unsweetened cocoa powder', 'baking soda', ' salt', 'butter', '', 'vanilla extract', 'cold, strong, brewed coffee']"
Simple Scratch Cake,"['all-purpose flour', 'baking soda', '', 'white sugar', 'sour cream', ' can sweetened condensed milk', 'vinegar']"
Simple Spice Cake With a Hint of Grapefruit,"['white sugar', 'butter, ', ', ', 'all-purpose flour', 'ground cinnamon', 'ground nutmeg', 'baking powder', ' salt', 'milk', 'grapefruit juice', confectioners' sugar, 'water', 'grapefruit juice', ' salt']"
Simple Sponge Cake,"['', 'castor sugar or superfine sugar', 'self-rising flour']"
Simple White Cake,"['white sugar', 'butter', '', 'vanilla extract', 'all-purpose flour', 'baking powder', 'milk']"
Simply The Best Chocolate Cake,"[' package chocolate cake mix', 'milk', ' package chocolate pudding  pie filling mix ', 'semisweet chocolate chips', 'chopped pecans']"
Sinful Flourless Espresso Cake,"[' squares semisweet chocolate, chopped', ' squares unsweetened chocolate, chopped', 'unsalted butter, cubed', 'espresso coffee', 'packed brown sugar', '', ' packages frozen raspberries, thawed']"
Sister Beth's Carrot Cake,"['vegetable oil', 'white sugar', ', beaten', 'vanilla extract', 'all-purpose flour', 'ground cinnamon', 'baking soda', ' salt', 'shredded carrots', ' can crushed pineapple, drained', 'shredded coconut', 'chopped walnuts ', confectioners' sugar, ' package cream cheese, softened', 'butter, softened', 'vanilla extract']"
Six Egg Pound Cake,"['butter', '', 'all-purpose flour', 'white sugar', 'baking powder', ' salt', 'vanilla extract', 'milk']"
Sleepy Cake,"['white sugar', 'all-purpose flour', 'baking powder', ' salt', ' squares unsweetened chocolate, melted', 'butter, melted', 'vanilla extract', 'milk', 'packed light brown sugar', 'white sugar', 'unsweetened cocoa powder', 'cold, strong, brewed coffee']"
Slim Fit King Cake,"['skim milk', 'reduced-fat margarine, softened', 'self-rising flour', 'instant yeast', ' sugar  sucralose blend for baking ', 'water', ', beaten', 'whole wheat flour', ' package fat-free cream cheese, softened', 'ripe bananas, mashed', 'finely chopped pineapple', 'pineapple extract', 'granular no-calorie sucralose sweetener ', 'reduced-fat margarine, softened', confectioners' sugar, 'skim milk', 'green food coloring', 'yellow food coloring', 'purple food coloring']"
Slow Cooker Carrot Cake Steel Cut Oats,"['water', 'unsweetened applesauce', 'steel cut oats', ' bag shredded carrots', ' can crushed pineapple, drained', 'raisins', 'granular no-calorie sucralose sweetener  ', 'ground cinnamon', 'pumpkin pie spice', ' salt ']"
Slow Cooker Peach Upside Down Cake,"[' cans sliced peaches in heavy syrup, drained well', 'butter, melted', 'packed light brown sugar', 'cinnamon', 'nutmeg', 'butter, softened', 'white sugar', ' eggs', 'pure almond extract', 'flour', 'baking powder', ' salt', 'whole milk']"
Slow Cooker Peanut Butter Fudge Cake,"['all-purpose flour', 'packed brown sugar', 'baking powder', 'baking soda', ' salt', 'chunky peanut butter', 'sour cream ', 'butter, melted', 'boiling water', 'semisweet chocolate chips', 'white sugar', 'unsweetened cocoa powder', 'whole milk, warmed', 'vanilla extract']"
Snickerdoodle Cake I,"['white sugar', 'shortening', '', 'all-purpose flour', 'baking powder', ' salt', 'milk', 'white sugar', 'ground cinnamon']"
Snickerdoodle Cake II,"['white sugar', 'ground cinnamon', 'butter', 'all-purpose flour', 'baking powder', 'white sugar', 'shortening', '', 'milk']"
Snickerdoodle Cake,"['shortening, or as needed', 'all-purpose flour', 'Cake:', 'butter, softened', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking soda', 'baking powder', ' salt', 'ground cinnamon', 'milk', 'Icing:', 'butter, ', 'vanilla extract', 'honey ', confectioners' sugar, or as needed, 'milk, or as needed ']"
Snow Tunnel Cake,"[' package angel food cake mix', ' container frozen whipped topping, thawed', 'milk', ' package instant chocolate pudding mix']"
Snowball Cake I,"[' angel food cake', 'frozen whipped topping, thawed', ' can crushed pineapple in heavy syrup, drained with syrup reserved', 'lemon juice', 'white sugar', ' package flaked coconut', ' packages unflavored gelatin', 'water', 'boiling water']"
Snowball Cake II,"['butter', 'white sugar', 'all-purpose flour', 'baking powder', ' salt', 'milk', 'vanilla extract', 'lemon extract', 'whites', 'white sugar', 'whites', 'light corn syrup', 'cream of tartar', 'water', 'vanilla extract', 'flaked coconut']"
Snowball Cake,"[ package devil's food cake mix, ' package PHILADELPHIA Cream Cheese, softened', '', 'granulated sugar', ' package JELL-O Vanilla Flavor Instant Pudding', 'powdered sugar', 'cold milk', ' tub COOL WHIP Whipped Topping, thawed', BAKER'S ANGEL FLAKE Coconut]"
So Moist Red Velvet Cake,"['shortening', 'white sugar', '', 'cocoa powder', 'red food coloring', 'self-rising flour', ' salt', 'buttermilk', 'vanilla extract', 'apple cider vinegar', 'baking soda', 'margarine',  package confectioners' sugar, 'vanilla extract', 'chopped walnuts']"
Soccer Ball Cake,"[' package yellow cake mix', ' container vanilla frosting', 'licorice whips', 'white sugar']"
Sock it to Me Cake I,"[' package yellow cake mix', 'white sugar', 'vegetable oil', '', 'chopped pecans', 'vanilla extract', 'sour cream', 'packed brown sugar', 'ground cinnamon']"
Sock it to Me Cake II,"[' package butter cake mix', '', 'sour cream', 'vanilla extract', 'white sugar', '⅔ cup vegetable oil', 'chopped pecans', '½ cup butter', 'white sugar', '½ cup buttermilk', 'baking soda', 'ground cinnamon', '¾ cup packed brown sugar']"
Sock it to Me Cake III,"[' package butter cake mix', 'sour cream', 'vegetable oil', 'ground cinnamon', 'brown sugar', 'chopped pecans', 'white sugar', confectioners' sugar, 'milk', '', 'water']"
Sock It to Me Cake IV,"[' package butter cake mix', 'sour cream', 'vegetable oil', 'white sugar', 'water', '', 'chopped pecans', 'brown sugar', 'ground cinnamon', confectioners' sugar, 'milk']"
Sock it to Me Cake V,"['all-purpose flour', '¼ teaspoon baking soda', '¼ teaspoon salt', 'butter', 'white sugar', '', ' container sour cream', 'vanilla extract', 'ground cinnamon', 'brown sugar', '½ cup chopped pecans']"
Soda Pop Cake,"[' package white cake mix', 'boiling water', ' package strawberry flavored Jell-O®', 'ounces strawberry flavored carbonated beverage', ' package instant vanilla pudding mix', 'milk', ' container frozen whipped topping, thawed']"
Soda Pop Strawberry Angel Food Cake,"[' package angel food cake mix', 'strawberry flavored carbonated beverage', 'honey', 'butter, melted', sifted confectioners' sugar, 'strawberry flavored carbonated beverage', 'red food coloring']"
Something Different Pound Cake,"['butter', 'shortening', 'white sugar', '', 'all-purpose flour', ' salt', 'baking powder', 'milk', 'evaporated milk', 'rum flavored extract', 'coconut extract', 'white sugar', 'rum flavored extract', 'coconut extract', 'almond extract', 'water']"
Sour Cherry Pudding Cake,"['all-purpose flour', 'white sugar', 'baking powder', 'milk', 'vegetable oil', 'pitted tart red cherries', 'white sugar', 'almond extract']"
Sour Cream Banana Cake,"['packed brown sugar', 'sour cream', 'butter', 'baking soda', '', ' salt', '', 'vanilla extract', 'sifted cake flour', 'chopped walnuts', 'butter', confectioners' sugar, 'sour cream', 'vanilla extract']"
Sour Cream Blueberry Coffee Cake,"['all-purpose flour', 'baking powder', ' salt', 'white sugar', 'butter', '', 'sour cream', 'vanilla extract', 'packed brown sugar', 'all-purpose flour', 'butter, melted', 'ground cinnamon', 'fresh blueberries', 'chopped pecans']"
Sour Cream Bundt Cake,"[' package yellow cake mix', 'vanilla extract', 'sour cream', confectioners' sugar for dusting]"
Sour Cream Chocolate Chip Cake I,"['butter, softened', 'white sugar', ', beaten', 'sour cream', 'baking soda', 'baking powder', 'all-purpose flour', 'vanilla extract', 'semisweet chocolate chips']"
Sour Cream Chocolate Chip Cake II,"['all-purpose flour', 'baking soda', 'baking powder', 'unsalted butter, softened', 'white sugar', '', 'vanilla extract', 'sour cream', 'semisweet chocolate chips', 'finely chopped walnuts', 'white sugar', 'ground cinnamon']"
Sour Cream Coffee Cake I,"['butter', 'all-purpose flour', 'white sugar', 'packed brown sugar', '', 'baking powder', 'baking soda', 'sour cream', 'vanilla extract', 'ground cinnamon', 'brown sugar', 'milk', confectioners' sugar, 'cy sprinkles ']"
Sour Cream Coffee Cake II,"['white sugar', 'butter, softened', '', 'all-purpose flour', 'baking powder', 'baking soda', 'sour cream', 'chopped walnuts', 'white sugar', 'ground cinnamon']"
Sour Cream Coffee Cake III,"['butter', 'white sugar', '', 'sour cream', 'vanilla extract', 'all-purpose flour', 'baking powder', ' salt', 'all-purpose flour', 'packed brown sugar', 'melted butter', 'ground cinnamon']"
Sour Cream Coffee Cake IV,"['shortening', 'white sugar', '', 'sour cream', 'all-purpose flour, sifted', 'baking powder', 'baking soda', ' salt', 'white sugar', 'ground cinnamon']"
Sour Cream Dark Chocolate Cake,"['unsweetened cocoa powder', 'boiling water', 'white sugar', 'canola oil', '', 'vanilla extract', 'all-purpose flour', 'baking soda', 'baking powder', ' salt', 'sour cream', 'Frosting:', 'unsalted butter, slightly softened', confectioners' sugar, ' salt']"
Sour Cream Lemon Pound Cake with Cherry Compote,"['For the Cake:', 'all-purpose flour', 'baking powder', ' salt', 'butter', 'white sugar', 'lemon extract', 'lemon zest', 'lemon zest', 'lemon juice', ', ', 'sour cream', 'For the Compote:', 'frozen pitted sweet cherries', 'white sugar', 'cold water', 'cornstarch', 'almond extract', 'For the Glaze:', 'lemon juice', confectioners' sugar]"
Sour Cream Mocha Cake,"['semisweet chocolate chips', '½ cup sour cream, ', '½ cup vegetable oil', '', 'white sugar', '½ cups all-purpose flour', '¾ teaspoon baking soda', '½ teaspoon salt', 'instant coffee powder', 'warm water', '½ cup chopped walnuts']"
Sour Cream Pear Cake,"['butter', 'cinnamon sugar', 'cake flour', 'baking powder', 'baking soda', ' salt', 'butter, softened', 'white sugar', '', 'vanilla extract', 'sour cream', 'pears, cored  finely chopped', 'packed light brown sugar', 'ground cinnamon', 'ground ginger', 'chopped pecans', 'caramel ice cream topping']"
Sour Cream Poppy Seed Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', 'vegetable oil', '', 'sour cream', 'orange juice', 'poppy seeds']"
Sour Cream Pound Cake,"['all-purpose flour', 'white sugar', 'butter', 'sour cream', '', 'baking soda']"
Sour Cream Rhubarb Coffee Cake,"['sifted all-purpose flour', 'baking soda', 'baking powder', 'butter', 'brown sugar', 'sour cream', '', 'vanilla extract', 'chopped rhubarb', 'white sugar', 'ground cinnamon']"
Sour Cream Streusel Coffee Cake,"['dry bread crumbs', 'all-purpose flour', 'baking soda', ' salt', 'butter', 'white sugar', '', 'vanilla extract', ' container sour cream', 'brown sugar', 'ground cinnamon', 'chopped pecans', confectioners' sugar, 'milk']"
Sour Milk Spice Cake,"['white sugar', 'all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'ground cloves', 'vegetable oil', 'sour milk', 'chopped walnuts']"
Sourdough Chocolate Cake,"['shortening', 'white sugar', '', 'all-purpose flour', 'unsweetened cocoa powder', 'sourdough starter', 'baking soda', 'baking powder', ' salt', 'cold water', 'vanilla extract']"
Sourdough Chocolate Cranberry Cake,"['sourdough starter', 'water', 'all-purpose flour', 'dry milk powder', 'white sugar', 'vegetable oil', ' salt', 'vanilla extract', 'ground cinnamon', 'baking soda', '', ' squares semisweet chocolate', ' can whole cranberry sauce']"
Southern Comfort Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', '', 'milk', 'vegetable oil', 'Southern Comfort liqueur', 'chopped walnuts']"
Southern Praline Pecan Cake,"[' package butter pecan cake mix', ' container coconut pecan frosting', '', 'vegetable oil', 'water', 'chopped pecans']"
Southern Style Banana Split Cake,"['graham cracker crumbs', 'white sugar', 'butter, melted', ' packages cream cheese', confectioners' sugar, ', sliced', ' can crushed pineapple, drained', ' container frozen whipped topping, thawed', ' jar maraschino cherries, drained', 'crushed peanuts']"
Southern-Style Chocolate Pound Cake,"['butter', 'shortening', 'white sugar', '', 'vanilla extract', 'milk', 'all-purpose flour', 'Dutch process cocoa powder', 'baking powder']"
Spanish Bar Cake,"['water', 'raisins', 'shortening', 'all-purpose flour', 'white sugar', 'baking soda', 'ground cloves', 'ground nutmeg', 'ground cinnamon', 'ground allspice', ' salt', '', 'chopped walnuts']"
Special Chocolate Cake I,"['all-purpose flour', 'white sugar', 'unsweetened cocoa powder', ' salt', 'baking soda', 'baking powder', '', 'vegetable oil', 'milk', 'vanilla extract', 'cold, brewed coffee', 'all-purpose flour', 'milk', confectioners' sugar, 'butter', 'shortening', 'vanilla extract']"
Special Chocolate Cake II,"[' squares unsweetened chocolate', 'butter, softened', 'white sugar', '', ' salt', 'cake flour', 'sour milk', 'baking soda', 'distilled white vinegar']"
Special Frosted Applesauce Cake,"['shortening', 'white sugar', ', beaten', 'thick, unsweetened applesauce', 'all-purpose flour', ' salt', 'baking powder', 'baking soda', 'ground cinnamon', 'ground cloves', 'raisins', 'packed brown sugar', 'white sugar', 'light corn syrup', 'heavy whipping cream']"
Special Rhubarb Cake,"['Cake:', 'butter, softened', 'white sugar', '', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'buttermilk', 'diced fresh rhubarb', 'Topping:', 'melted butter', 'all-purpose flour', 'white sugar', 'Sauce:', 'butter', 'brown sugar', 'heavy whipping cream', 'vanilla extract']"
Spice Cake I,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground nutmeg', 'ground cinnamon', 'ground ginger', 'ground cloves', 'white sugar', 'honey', 'vegetable oil', 'strong brewed coffee, ', '']"
Spice Cake II,"['all-purpose flour', 'baking powder', 'baking soda', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'ground ginger', 'margarine, softened', 'shortening', 'white sugar', '', 'vanilla extract', 'buttermilk', 'maple flavored syrup', 'whites']"
Spice Cake Whoopie Pies,"['Cake:', ' package spice cake mix ', MUSSELMAN'S® Apple Butter, 'vegetable oil', '', 'Filling :', 'cream cheese, softened', 'unsalted butter, softened', 'powdered sugar', 'milk', 'vanilla']"
Spiced Apple Cake with Orange Glaze,"['flour', 'baking soda', ' salt', 'nutmeg', 'ground cinnamon', 'ground cloves', ' sugar', 'butter, softened', '', 'buttermilk', MUSSELMAN'S® Apple Butter, 'powdered sugar', 'orange juice', 'grated orange peel']"
Spiced Apple Coffee Cake,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'butter', 'white sugar', ', ', 'vanilla extract', '- peeled, cored  ', 'all-purpose flour', 'brown sugar', 'ground cinnamon', 'cold butter']"
